title|title(eng)|year|img|score(bl)|score(user)|type|theme|mechanism|bggcode|minplayer|maxplayer|time|mintime|maxtime|age|difficulty
코드네임|Codenames|2015|https://boardlife.co.kr/wys2/swf_upload/2022/01/31/164356810346560.jpg|7.396|7.57|파티|카드 게임,추리,파티 게임,스파이 / 비밀 요원,단어 게임|통신 제한,기억,행운을 빕니다,팀 기반 게임|178900|2|8|15|15|15|14|1.2742
트루아|Troyes|2010|https://boardlife.co.kr/wys2/swf_upload/2022/02/20/1645289631987801.jpg|7.392|7.87|전략|주사위,경제,중세|지역 과반수/영향력,주사위 굴리기,게임 종료 보너스,숨겨진 점수,수입,소유권,세트 컬렉션,1인용 게임,턴 오더: 프로그레시브,가변적 준비,주사위로 일꾼 배치,근로자 배치|73439|1|4|90|90|90|12|3.465
레이스 포 더 갤럭시|Race for the Galaxy|2007|https://boardlife.co.kr/wys2/swf_upload/2022/06/03/1654190373398977.png|7.376|7.66|전략|카드 게임,문명,경제,SF,우주 탐험|액션 드래프팅,후속 행동,핸드 관리,세트 컬렉션,동시 동작 선택,턴 순서: 역할 순서,가변적 단계 순서,가변적 플레이어 능력|28143|2|4|60|30|60|12|2.9884
화이트채플에서 온 편지|Letters from Whitechapel|2011|https://boardlife.co.kr/data/boardgame_strategy/2021/02/03/1612346275-323237.jpg|7.335|7.41|전략|블러핑,추리,살인 / 미스터리,나폴레옹 시대 이후|숨겨진 움직임,기억,지점 이동,비밀 유닛 배치,팀 기반 게임|59959|2|6|90|90|90|14|2.6498
크베들린부르크의 돌팔이 약장수|The Quacks of Quedlinburg|2018|https://boardlife.co.kr/data/boardgame_strategy/2021/01/25/1611516824-522927.png|7.390|7.62|가족|중세|리더를 잡아라,지연된 구매,주사위 굴리기,이벤트,시장,행운을 빕니다,가변적 준비|244521|2|4|45|45|45|10|1.9459
왕좌의 게임 (2판)|A Game of Thrones: The Board Game (Second Edition)|2011|https://boardlife.co.kr/data/boardgame_strategy/2021/02/09/1612859046-710503.jpg|7.382|7.85|전략|블러핑,판타지,협상,소설 기반 게임,정치,전쟁 게임|지역 과반수/영향력,영역 이동,경매/입찰,경매: 비밀 입찰,카드 플레이 분쟁 해결,핸드 관리,명령 카운터,플레이어 탈락,죄수의 딜레마,동시 동작 선택,가변적 플레이어 능력|103343|3|6|240|120|240|14|3.7274
카탄의 개척자|CATAN|1995|https://boardlife.co.kr/data/boardgame_strategy/2021/02/03/1612346505-465859.jpg|7.323|7.42|가족|경제,협상|주사위 굴리기,육각형 구획,수입,모듈형 게임판,네트워크 및 경로 구축,경주,랜덤 생산,거래,가변적 준비|13|3|4|120|60|120|10|2.307
네이션스|Nations|2013|https://boardlife.co.kr/data/boardgame_strategy/2022/01/02/1641106237-816591.png|7.339|8.24|전략|카드 게임,문명,경제|이벤트,오픈 드래프팅,턴 오더: 패스 오더,가변적 플레이어 능력|126042|1|5|200|40|200|14|3.5434
루트|Root|2018|https://boardlife.co.kr/wys2/swf_upload/2022/05/23/1653309124252399.png|7.325|7.80|전략|동물,판타지,전쟁 게임|작업 대기열,작업 검색,지역 과반수/영향력,영역 이동,주사위 굴리기,핸드 관리,지점 이동,경주,단판 승부 게임,가변적 플레이어 능력,가변적 준비|237182|2|4|90|60|90|10|3.7493
바둑|Go|0|https://boardlife.co.kr/data/boardgame_strategy/2013/11/10/1384089073-857561.jpg|7.396|8.31|추상|추상 전략|감싸기,정사각형 그리드|188|2|2|180|30|180|8|3.9375
롤 포 더 갤럭시|Roll for the Galaxy|2013|https://boardlife.co.kr/data/boardgame_strategy/2021/02/09/1612857859-326618.jpg|7.371|7.74|전략|문명,주사위,경제,SF,우주 탐험|작업 검색,계약,주사위 굴리기,후속 행동,동시 동작 선택,가변적 단계 순서,가변적 플레이어 능력,주사위로 일꾼 배치|132531|2|5|45|45|45|13|2.7758
티칼|Tikal|1999|https://boardlife.co.kr/data/boardgame_strategy/2021/01/25/1611516638-786996.jpg|7.366|7.75|전략|탐험,영토 건설|액션 포인트,지역 과반수/영향력,경매/입찰,구획 이동,육각형 구획,겹쳐 놓기,지도 추가,모듈형 게임판,세트 컬렉션,타일 ​​배치|54|2|4|90|90|90|10|2.7876
카르카손|Carcassonne|2000|https://boardlife.co.kr/data/boardgame_strategy/2022/01/02/1641106324-75566.png|7.321|7.45|가족|도시 건설,중세,영토 건설|지역 과반수/영향력,지도 추가,타일 ​​배치|822|2|5|45|30|45|7|1.9021
디셉션: 홍콩 살인사건|Deception: Murder in Hong Kong|2014|https://boardlife.co.kr/wys2/swf_upload/2022/02/13/1644739370727473.jpg|7.359|7.60|파티|블러핑,추리,살인 / 미스터리,파티 게임|통신 제한,추리,이벤트,피날레 엔딩,숨겨진 역할,스토리텔링,팀 기반 게임,배신자 게임,가변적 준비|156129|4|12|20|20|20|14|1.586
타임 스토리즈|T.I.M.E Stories|2015|https://boardlife.co.kr/wys2/swf_upload/2022/09/14/1663159406489489.jpg|7.325|7.61|테마|모험,아라비안,퍼즐,SF|협동 게임,주사위 굴리기,덱 파고들기,서사 / 단락 선택,스토리텔링,가변적 플레이어 능력|146508|2|4|90|90|90|12|2.5975
어콰이어|Acquire|1999|https://boardlife.co.kr/wys2/swf_upload/2022/01/15/1642177816455992.jpg|7.380|7.92|전략|경제,영토 건설|핸드 관리,투자,시장,정사각형 그리드,주식 보유,타일 ​​배치,승점을 자원으로 사용|5|2|6|90|90|90|12|2.5012
태양신 라|Ra|1999|https://boardlife.co.kr/wys2/swf_upload/2022/01/15/1642178217594563.jpg|7.359|7.61|전략|고대,신화|경매/입찰,경매: 한바퀴,폐쇄 경제 경매,제한된 입찰,행운을 빕니다,세트 컬렉션|12|2|5|60|45|60|12|2.3466
세키가하라 : 일본의 통일|Sekigahara: The Unification of Japan|2011|https://boardlife.co.kr/data/boardgame_strategy/2022/01/02/1641106041-78433.jpg|7.272|7.76|전쟁|내전,창과 총,전쟁 게임|액션 포인트,카드 플레이 분쟁 해결,병력 운용,핸드 관리,지점 이동,비밀 유닛 배치,턴 오더: 경매,가변적 준비|25021|2|2|180|180|180|14|2.804
인쉬|YINSH|2003|https://boardlife.co.kr/data/boardgame_strategy/2022/01/02/1641106493-140845.png|7.350|7.63|추상|추상 전략|리더를 잡아라,구획 이동,패턴 구축|7854|2|2|60|30|60|9|2.6758
상트 페테르부르크 (2판)|Saint Petersburg (Second Edition)|2014|https://boardlife.co.kr/data/boardgame_strategy/2022/01/02/1641106530-171030.png|7.343|7.74|전략|이성의 시대,카드 게임,도시 건설,경제|수입,오픈 드래프팅,세트 컬렉션|156943|2|5|60|60|60|13|2.6552
트릭케리언: 레전드 오브 일루전|Trickerion: Legends of Illusion|2014|https://boardlife.co.kr/wys2/swf_upload/2022/01/15/1642180458043968.png|7.332|8.08|전략|나폴레옹 시대 이후|액션 포인트,작업 대기열,리더를 잡아라,주사위 굴리기,동시 동작 선택,타일 ​​배치,턴 오더: 통계 기반,근로자 배치,근로자 배치|163068|2|4|180|60|180|14|4.2392
광기의 저택|Mansions of Madness|2011|https://boardlife.co.kr/data/boardgame_strategy/2013/06/12/1370969992-561851.jpg|7.341|8.21|테마|모험,탐험,판타지,전투,공포,미니어처,살인 / 미스터리,퍼즐|영역 이동,주사위 굴리기,핸드 관리,모듈형 게임판,수령과 배달,역할 놀이,시나리오 / 미션 / 캠페인 게임,팀 기반 게임,가변적 플레이어 능력|83330|2|5|180|120|180|13|3.2429
좀비사이드|Zombicide|2012|https://boardlife.co.kr/wys2/swf_upload/2022/03/25/1648219272842717.jpg|7.187|7.42|테마|전투,공포,미니어처,좀비|액션 포인트,협동 게임,주사위 굴리기,구획 이동,핸드 관리,모듈형 게임판,플레이어 탈락,시나리오 / 미션 / 캠페인 게임,가변적 플레이어 능력|113924|1|6|60|60|60|14|2.5397
반지의 제왕: 대결|Lord of the Rings: The Confrontation|2006|https://boardlife.co.kr/data/boardgame_strategy/2021/02/17/1613554957-485283.jpg|7.331|7.63|전략|모험,블러핑,추리,판타지,영화 / TV / 라디오 테마,소설 기반 게임|영역 이동,카드 플레이 분쟁 해결,핸드 관리,비밀 유닛 배치,동시 동작 선택,가변적 플레이어 능력|18833|2|2|30|30|30|14|2.1978
티그리스 유프라테스|Tigris & Euphrates|1997|https://boardlife.co.kr/wys2/swf_upload/2022/01/15/1642180754174076.jpg|7.328|7.84|전략|고대,문명,영토 건설|지역 과반수/영향력,연결,핸드 관리,최고-최저 점수,수입,세트 컬렉션,정사각형 그리드,타일 ​​배치|42|2|4|90|90|90|12|3.5037
에버델|Everdell|2018|https://boardlife.co.kr/data/boardgame_strategy/2021/03/09/1615275807-288666.jpg|7.304|7.93|전략|동물,카드 게임,도시 건설,판타지|계약,게임 종료 보너스,핸드 관리,수입,오픈 드래프팅,소유권,세트 컬렉션,1인용 게임,가변적 준비,근로자 배치|199792|1|4|80|40|80|13|2.808
루트비히의 성|Castles of Mad King Ludwig|2014|https://boardlife.co.kr/data/boardgame_strategy/2021/02/03/1612345986-688645.jpg|7.306|7.49|전략|나폴레옹 시대 이후,퍼즐|경매: 네덜란드식,게임 종료 보너스,숨겨진 점수,패턴 구축,세트 컬렉션,타일 ​​배치,턴 오더: 프로그레시브|155426|1|4|90|90|90|13|2.6547
팬데믹|Pandemic|2008|https://boardlife.co.kr/wys2/swf_upload/2022/01/29/16434381802314.jpg|7.265|7.37|전략|의학|액션 포인트,협동 게임,핸드 관리,지점 이동,세트 컬렉션,거래,가변적 플레이어 능력|30549|2|4|45|45|45|8|2.4054
이클립스|Eclipse|2011|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641921789064775.jpg|7.318|7.93|전략|문명,전투,SF,우주 탐험,전쟁 게임|지역 과반수/영향력,주사위 굴리기,구획 이동,육각형 구획,지도 추가,모듈형 게임판,플레이어 탈락,타일 ​​배치,가변적 단계 순서,가변적 플레이어 능력|72125|2|6|180|60|180|14|3.7012
에이언즈 엔드 한국어판|Aeon's End|2019|https://boardlife.co.kr/wys2/swf_upload/2022/08/22/1661169986716749.png|7.309|8.08|전략|카드 게임,판타지,전투,SF|치트 뽑기 시스템,협동 게임,지연된 구매,핸드 관리,오픈 드래프팅,1인용 게임,가변적 단계 순서,가변적 플레이어 능력,가변적 준비|191189|1|4|60|60|60|14|2.7921
워터딥의 군주들|Lords of Waterdeep|2012|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641921890144437.jpg|7.243|7.53|전략|도시 건설,판타지|계약,숨겨진 역할,선택되지 않은 자원의 가치 증대,소유권,세트 컬렉션,치고받기,턴 오더: 클레임 조치,근로자 배치|110327|2|5|120|60|120|12|2.4555
아컴 호러|Arkham Horror|2005|https://boardlife.co.kr/data/boardgame_strategy/2021/02/09/1612856169-771940.jpg|7.245|7.41|테마|모험,전투,공포,소설 기반 게임|협동 게임,주사위 굴리기,이벤트,피날레 엔딩,핸드 관리,차례 잃기,지점 이동,역할 놀이,1인용 게임,수치 확인 및 해결,가변적 플레이어 능력|15987|1|8|240|120|240|14|3.5793
위대한 달무티|The Great Dalmuti|1995|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/164192202871398.png|7.279|7.33|파티|카드 게임,중세|핸드 관리,사다리타기|929|4|8|60|60|60|8|1.2923
딕싯|Dixit|2008|https://boardlife.co.kr/data/boardgame_strategy/2021/02/08/1612776654-58068.jpg|7.262|7.37|파티|카드 게임,유머,파티 게임|경주,동시 동작 선택,스토리텔링,표적 단서,투표|39856|3|6|30|30|30|8|1.2064
리스보아|Lisboa|2016|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922090074952.jpg|7.260|8.00|전략|도시 건설,경제,산업 / 제조,정치|지역 과반수/영향력,핸드 관리,오픈 드래프팅,1인용 게임,타일 ​​배치|161533|1|4|120|60|120|12|4.5743
차이나타운|Chinatown|1999|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922148599962.png|7.277|7.59|전략|도시 건설,경제,협상|감싸기,수입,투자,협상,세트 컬렉션,타일 ​​배치,거래,승점을 자원으로 사용|47|3|5|60|60|60|12|2.2578
스컬킹|Skull King|2018|https://boardlife.co.kr/wys2/swf_upload/2022/02/12/1644662190934770.jpg|7.298|8.03|가족|카드 게임,해상,해적|예측 입찰,트릭 테이킹|150145|2|8|30|30|30|8|1.6871
아를의 평원|Fields of Arle|2014|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922221263194.png|7.260|7.86|전략|경제,농사,산업 / 제조|자동적인 자원 증가,최고-최저 점수,수입,세트 컬렉션,1인용 게임,턴 오더: 클레임 조치,턴 오더: 프로그레시브,근로자 배치|159675|1|2|120|60|120|13|3.8664
오를레앙 디럭스 에디션|Orléans: Deluxe Edition|2015|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922274333156.png|7.288|8.32|전략|중세,종교,여행|오픈 드래프팅,지점 이동|171905|2|5|90|90|90|12|3.0725
브룸 서비스|Broom Service|2015|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922336056316.jpg|7.272|7.53|가족|판타지|영역 이동,후속 행동,핸드 관리,수령과 배달,세트 컬렉션,동시 동작 선택,가변적 단계 순서|172308|2|5|75|30|75|10|2.4028
아줄|Azul|2017|https://boardlife.co.kr/data/boardgame_strategy/2021/03/18/1616026481-610481.jpg|7.259|7.45|추상|추상 전략,퍼즐,르네상스|게임 종료 보너스,오픈 드래프팅,패턴 구축,타일 ​​배치,턴 오더: 클레임 조치|230802|2|4|45|30|45|8|1.7629
코임브라|Coimbra|2018|https://boardlife.co.kr/wys2/swf_upload/2022/02/13/1644738911431325.jpg|7.272|7.73|전략|주사위,르네상스|액션 드래프팅,경매/입찰,주사위 굴리기,게임 종료 보너스,수입,오픈 드래프팅,지점 이동,세트 컬렉션,기술 트리 / 기술 트랙,턴 오더: 통계 기반,가변적 준비,주사위로 일꾼 배치|245638|2|4|90|60|90|14|3.2643
디크립토|Decrypto|2018|https://boardlife.co.kr/wys2/swf_upload/2022/02/24/1645642525686075.jpg|7.286|7.69|파티|블러핑,추리,파티 게임,스파이 / 비밀 요원,단어 게임|통신 제한,표적 단서,팀 기반 게임|225694|3|8|45|15|45|12|1.7786
왓슨 & 홈즈|Watson & Holmes|2015|https://boardlife.co.kr/data/boardgame_strategy/2021/02/16/1613461798-290537.jpg|7.258|7.58|테마|블러핑,추리,살인 / 미스터리,소설 기반 게임|경매/입찰,모듈형 게임판,플레이어 탈락,동시 동작 선택,가변적 플레이어 능력|182694|2|7|75|45|75|12|2.1633
패스파인더 어드벤쳐 카드 게임: 룬로드의 부활 - 기본 세트|Pathfinder Adventure Card Game: Rise of the Runelords – Base Set|2013|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922559755210.jpg|7.222|8.25|테마|모험,카드 게임,판타지,전투|협동 게임,주사위 굴리기,핸드 관리,덱 파고들기,역할 놀이,시나리오 / 미션 / 캠페인 게임,1인용 게임,가변적 플레이어 능력|133038|1|4|90|90|90|13|2.7131
칸반: 오토모티브 레볼루션|Kanban: Driver's Edition|2014|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922611742042.png|7.265|8.04|전략|경제,산업 / 제조|액션 포인트,상품 투기,가변적 단계 순서,근로자 배치|109276|2|4|120|90|120|12|4.3619
이스탄불|Istanbul|2014|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922666221460.jpg|7.198|7.47|전략|경제|계약,주사위 굴리기,구획 이동,모듈형 게임판,네트워크 및 경로 구축,수령과 배달,경주,가변적 준비,근로자 배치|148949|2|5|60|40|60|10|2.5845
기도하고 일하라|Ora et Labora|2011|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922743145808.png|7.241|7.96|전략|도시 건설,경제,산업 / 제조,중세,종교,영토 건설|선택되지 않은 자원의 가치 증대,모듈형 게임판,네트워크 및 경로 구축,근로자 배치,근로자 배치|70149|1|4|180|60|180|13|3.8906
매직 더 개더링|Magic: The Gathering|1993|https://boardlife.co.kr/wys2/swf_upload/2022/01/12/1641922785089306.jpg|7.249|8.11|커스터마이징|카드 게임,수집형 게임,판타지,전투|베팅 및 블러핑,비공개 제도,덱 구성,핸드 관리,방해,플레이어 탈락,치고받기|463|2|2|20|20|20|13|3.236
스몰 월드|Small World|2009|https://boardlife.co.kr/wys2/swf_upload/2022/01/25/1643048159622218.jpg|7.225|7.46|전략|판타지,전투,영토 건설|지역 과반수/영향력,영역 이동,경매: 네덜란드식 우선 순위,주사위 굴리기,숨겨진 점수,선택되지 않은 자원의 가치 증대,가변적 플레이어 능력,가변적 준비,승점을 자원으로 사용|40692|2|5|80|40|80|8|2.3529
한밤의 늑대인간|One Night Ultimate Werewolf|2014|https://boardlife.co.kr/wys2/swf_upload/2022/01/31/1643577984726039.jpg|7.200|7.36|파티|블러핑,카드 게임,추리,공포,파티 게임|숨겨진 역할,역할 놀이,비대칭 역할 정보,배신자 게임,가변적 플레이어 능력,투표|147949|3|10|10|10|10|8|1.3814
마닐라|Manila|2005|https://boardlife.co.kr/wys2/swf_upload/2022/01/29/1643440969431353.jpg|7.237|7.45|가족|해상,해적,운송|경매/입찰,경매: 입찰 포기 전까지 차례 순서대로 입찰,베팅 및 블러핑,상품 투기,주사위 굴리기,대출,근로자 배치|15817|3|5|60|60|60|10|2.0321
